QuestionId,IsTrue
167,1.382300
168,0.349863
169,1.379457
170,0.207364
171,1.348708
172,0.341214
173,1.366796
174,0.185781
175,0.109953
176,0.003829
177,1.337726
178,1.350258
179,1.354910
180,1.338760
181,0.000000
182,1.377003
183,1.280491
184,1.350258
185,1.334109
186,1.361369
187,1.324677
188,0.001210
189,1.366217
190,1.365245
191,1.367959
192,1.349096
193,1.382817
194,1.351034
195,1.343152
196,0.104017
197,0.174184
198,1.258269
199,1.200990
200,0.220894
201,1.348062
202,1.365116
203,0.278424
204,1.366021
205,1.226744
206,0.233224
207,0.309173
208,0.142538
209,0.026925
210,0.001489
211,0.034571
212,1.114814
213,0.296963
214,1.210594
215,0.294315
216,0.207504
217,0.327047
218,0.212221
219,1.349483
220,1.286868
221,0.015984
222,0.000000
223,0.076258
224,1.278391
225,1.313824
226,0.320284
227,0.075660
228,0.167571
229,1.372997
230,0.245478
231,1.213025
232,0.229974
233,0.001116
234,1.322351
235,0.238243
236,0.230362
237,0.321169
238,1.335400
239,1.329350
240,0.000000
241,1.339406
242,1.345995
243,0.313308
244,1.352808
245,1.334496
246,0.244626
247,0.273843
248,0.000524
249,0.156184
250,0.000000
251,1.302972
252,0.334238
253,0.000000
254,0.334884
255,0.184883
256,1.312920
257,1.365245
258,1.303750
259,1.318992
260,1.355426
261,0.982429
262,1.381137
263,1.374160
264,1.292842
265,1.352067
266,1.345995
267,1.337817
268,1.365116
269,0.132278
270,0.275969
271,0.093009
272,0.272657
273,0.217183
274,0.185378
275,1.226456
276,1.325581
277,0.140806
278,0.832019
279,1.333146
280,0.323514
281,1.280474
282,1.336563
283,0.230749
284,1.264212
285,0.234109
286,0.223279
287,0.000000
288,0.196640
289,1.293540
290,0.000000
291,1.099106
292,1.359302
293,0.137515
294,1.375360
295,1.305968
296,0.000000
297,0.351547
298,0.185301
299,1.343282
300,0.197028
301,0.230859
302,0.221766
303,1.371059
304,1.350667
305,0.001361
306,1.357881
307,0.000000
308,1.357263
309,1.349354
310,0.216925
311,1.347158
312,0.197062
313,0.293282
314,1.280233
315,0.000000
316,1.204352
317,1.301292
318,0.246968
319,1.349095
320,1.344730
321,1.323902
322,1.013407
323,0.280749
324,0.001577
325,1.315504
326,1.336272
327,1.282687
328,0.284884
329,1.347158
330,0.288631
331,1.346899
332,0.106211
333,0.234369
334,1.214519
335,1.333979
336,0.000000
337,1.282429
338,1.331120
339,0.000000
340,1.301550
341,1.237262
342,0.233465
343,0.000000
344,1.240827
345,1.284625
346,1.274368
347,0.282687
348,0.281654
349,0.000000
350,1.370930
351,0.005426
352,0.537325
353,1.354681
354,1.313953
355,1.378165
356,0.265633
357,0.000000
358,0.293138
359,0.233448
360,1.277132
361,1.271318
362,0.000000
363,1.260336
364,0.301421
365,1.186921
366,0.322222
367,1.298240
368,0.000000
369,1.326357
370,1.218644
371,1.261757
372,0.000000
373,0.226461
374,1.339204
375,0.000000
376,1.339535
377,1.268605
378,1.301119
379,1.346382
380,0.164197
381,1.318605
382,0.293306
383,1.378941
384,1.242038
385,1.088932
386,1.297340
387,1.368863
388,1.361111
389,1.214071
390,1.350852
391,0.359948
392,0.281245
393,1.354393
394,1.354651
395,0.159262
396,1.356072
397,1.367183
398,0.246839
399,0.000000
400,1.358527
401,0.226667
402,1.316880
403,1.334755
404,1.200589
405,0.257090
406,0.006330
407,1.303488
408,0.201538
409,1.327132
410,0.121866
411,0.273276
412,0.172186
413,0.097293
414,1.343152
415,0.250630
416,1.383204
417,0.000000
418,0.293170
419,0.200958
420,0.084365
421,1.249487
422,0.004458
423,0.017710
424,0.191202
425,0.005498
426,0.973400
427,0.000000
428,0.000000
429,1.305563
430,0.314470
431,1.345736
432,0.116661
433,0.246719
434,1.077285
435,0.326187
436,0.259948
437,1.352455
438,0.147736
439,1.123859
440,0.317805
441,1.280233
442,0.133136
443,0.299558
444,0.122920
445,1.298320
446,0.286047
447,1.332429
448,0.183950
449,0.198970
450,1.345607
451,1.162709
452,0.171372
453,0.233463
454,0.170483
455,1.380620
456,0.120935
457,1.272351
458,0.232953
459,1.330491
460,1.344436
461,0.076929
462,0.290644
463,0.856719
464,1.307106
465,1.344961
466,1.366667
467,0.230663
468,0.197933
469,1.356202
470,1.368863
471,1.349096
472,1.318734
473,0.232990
474,1.267153
475,0.295995
476,0.233592
477,0.231630
478,0.001241
479,1.369638
480,0.274160
481,0.001899
482,1.340698
483,1.308398
484,0.320284
485,0.305108
486,0.126147
487,1.354522
488,0.000000
489,0.203733
490,0.273643
491,0.206202
492,0.000821
493,1.354780
494,1.261961
495,1.342248
496,1.338501
497,1.341602
498,1.358269
499,0.006791
500,1.266667
501,0.000000
502,1.279070
503,1.330103
504,0.266159
505,0.089897
506,1.319897
507,1.330103
508,1.370155
509,0.192973
510,1.356718
511,1.359707
512,0.296770
513,0.029633
514,0.264341
515,0.255912
516,0.264212
517,0.044702
518,0.000000
519,0.074348
520,0.278554
521,0.212351
522,1.237209
523,0.000000
524,1.314341
525,1.277700
526,0.280026
527,1.233485
528,1.361354
529,1.368217
530,0.187646
531,1.369638
532,1.320696
533,1.373902
534,0.277649
535,0.125840
536,1.300388
537,0.126072
538,1.387726
539,1.265482
540,0.056557
541,1.257516
542,1.346899
543,1.362661
544,1.319380
545,0.017741
546,1.283533
547,0.988294
548,0.000000
549,0.321297
550,1.337726
551,0.941251
552,1.354910
553,1.356331
554,0.109171
555,0.192404
556,1.332558
557,1.364212
558,1.262501
559,1.275840
560,1.320155
561,1.251228
562,0.257235
563,1.351163
564,0.000000
565,0.295736
566,0.332041
567,0.148093
568,1.321059
569,1.289225
570,0.000000
571,0.000939
572,1.358398
573,1.312359
574,0.158943
575,0.001234
576,0.004772
577,1.349483
578,0.210512
579,0.278213
580,1.367114
581,0.283168
582,1.258934
583,0.144684
584,1.357623
585,1.349096
586,1.334625
587,0.139676
588,0.321447
589,0.000448
590,1.359819
591,0.000000
592,0.340181
593,0.266408
594,1.350775
595,1.271576
596,0.209915
597,1.359432
598,1.358656
599,1.341344
600,0.234285
601,1.334238
602,1.336176
603,1.232687
604,1.348966
605,1.281008
606,0.154375
607,0.000000
608,1.342248
609,1.295220
610,0.185233
611,1.358140
612,1.343798
613,0.002483
614,0.068562
615,1.353876
616,0.230879
617,1.352584
618,0.045392
619,0.000000
620,0.014802
621,1.382300
622,1.370543
623,1.270930
624,1.374160
625,0.336046
626,1.374806
627,1.256331
628,0.266408
629,1.325452
630,0.332041
631,0.370930
632,1.270543
633,0.348320
634,1.363824
635,0.269579
636,1.250592
637,1.342636
638,0.094485
639,1.343928
640,1.343928
641,1.263594
642,0.060154
643,1.360207
644,1.289503
645,0.000000
646,0.313698
647,1.064276
648,1.364858
649,1.365891
650,1.343928
651,1.309690
652,0.362532
653,0.174744
654,1.344444
655,0.000464
656,0.185833
657,0.000000
658,0.001620
659,0.160137
660,1.195068
661,0.262374
662,0.237855
663,1.296124
664,0.297049
665,1.248320
666,0.169732
667,0.203618
668,0.149344
669,1.305297
670,1.338889
671,0.000602
672,0.165814
673,1.344703
674,0.205343
675,1.378165
676,0.280348
677,0.210336
678,0.131180
679,0.606095
680,1.363308
681,1.367183
682,1.357364
683,1.364083
684,1.356072
685,1.343152
686,1.330739
687,1.344444
688,0.333333
689,1.309173
690,1.374806
691,1.368863
692,0.000000
693,0.000000
694,0.335659
695,1.357623
696,0.371189
697,0.276227
698,0.341085
699,1.303359
700,1.233333
701,0.186047
702,1.073924
703,1.219627
704,1.350646
705,0.000731
706,0.000000
707,0.001100
708,1.253230
709,1.374031
710,1.334496
711,0.213674
712,0.248974
713,0.226433
714,0.231654
715,1.235911
716,1.269612
717,0.254902
718,1.364470
719,0.000000
720,0.221447
721,0.251292
722,1.112784
723,0.000852
724,0.169975
725,0.184496
726,1.348450
727,1.310594
728,1.346124
729,0.125617
730,0.244574
731,0.046057
732,1.328153
733,0.320672
734,1.363308
735,0.001104
736,0.178061
737,1.333979
738,0.307932
739,1.335917
740,0.341791
741,1.384884
742,1.324677
743,1.340439
744,1.353488
745,1.258398
746,1.350258
747,1.283985
748,1.364470
749,1.348320
750,1.305685
751,0.161314
752,1.335400
753,1.324238
754,1.336003
755,0.150146
756,0.220284
757,1.372997
758,0.305426
759,1.352326
760,0.244618
761,1.342894
762,0.181844
763,0.237498
764,1.378036
765,1.332429
766,1.365469
767,0.042895
768,1.273256
769,1.348579
770,1.156190
771,1.242894
772,1.347339
773,0.211927
774,0.313566
775,1.332817
776,1.169190
777,1.353747
778,0.254841
779,0.233579
780,0.294150
781,1.306708
782,0.180880
783,0.000000
784,0.305039
785,0.263566
786,1.346382
787,1.329640
788,0.188861
789,0.258140
790,0.000000
791,1.324677
792,1.373811
793,1.320672
794,1.355943
795,0.261757
796,1.343411
797,1.287185
798,0.133263
799,1.320543
800,0.093902
801,1.354134
802,0.187777
803,0.175331
804,1.353359
805,0.000000
806,1.225529
807,0.000000
808,1.352713
809,1.347287
810,0.187571
811,1.355583
812,0.016444
813,1.133517
814,1.373773
815,1.357652
816,1.310465
817,1.301809
818,0.236438
819,0.296404
820,1.291860
821,0.293779
822,1.359302
823,0.252055
824,0.238765
825,1.213913
826,0.000650
827,1.340698
828,0.000000
829,0.960853
830,1.354522
831,1.347804
832,0.002310
833,0.000000
834,1.283979
835,0.000000
836,1.337468
837,0.271222
838,1.272610
839,0.172351
840,1.354910
841,0.294057
842,1.319325
843,1.349483
844,1.331338
845,1.322093
846,1.312568
847,1.325065
848,1.353747
849,0.282041
850,0.195354
851,1.364083
852,0.365613
853,0.326486
854,0.014593
855,1.330233
856,0.158512
857,0.000224
858,0.002735
859,0.000000
860,1.335013
861,1.356827
862,1.114559
863,1.150649
864,0.241990
865,1.290569
866,1.363695
867,0.233215
868,1.261611
869,1.288501
870,0.252494
871,1.281912
872,0.187853
873,0.322868
874,1.242837
875,0.524811
876,0.281266
877,1.194409
878,0.108519
879,1.268752
880,0.195090
881,0.000000
882,1.373643
883,0.148358
884,1.232380
885,0.231638
886,0.324806
887,1.333721
888,1.348837
889,0.227125
890,1.200644
891,1.291602
892,1.366796
893,1.264083
894,1.336563
895,1.253230
896,0.309934
897,0.012176
898,1.361886
899,0.303230
900,0.000000
901,0.174433
902,0.235500
903,0.933122
904,0.214308
905,1.276615
906,0.162653
907,0.142906
908,1.364084
909,0.151316
910,0.004641
911,1.348450
912,0.373127
913,1.318992
914,0.103218
915,1.303488
916,0.000000
917,1.314987
918,0.231036
919,1.307106
920,1.340956
921,1.260336
922,0.238658
923,0.193535
924,1.334496
925,1.327443
926,1.335271
927,1.253305
928,0.262796
929,0.224701
930,1.329587
931,1.335013
932,0.118059
933,1.334625
934,1.350258
935,1.336951
936,1.342377
937,0.176575
938,0.015979
939,0.000000
940,1.348837
941,0.098765
942,0.334019
943,1.392119
944,0.305685
945,0.252242
946,0.000000
947,0.275603
948,1.354393
949,1.377132
950,0.222755
951,1.312016
952,1.273506
953,1.317700
954,0.029045
955,1.310723
956,1.292765
957,1.005296
958,0.000000
959,0.000000
960,0.074203
961,0.082380
962,0.605666
963,0.256072
964,1.266402
965,0.006595
966,1.350646
967,0.256830
968,0.130778
969,0.179905
970,0.008387
971,1.242377
972,1.299096
973,0.268631
974,1.087157
975,1.322351
976,1.361808
977,1.368734
978,1.258504
979,1.347028
980,0.080123
981,0.103474
982,1.343928
983,1.254134
984,1.321318
985,1.377778
986,1.190159
987,0.136509
988,0.280103
989,0.289664
990,1.351292
991,0.168318
992,1.334231
993,1.339923
994,1.253747
995,1.272868
996,1.377261
997,0.187598
998,1.375581
999,1.349612
1000,0.960138
1001,0.313825
1002,1.318863
1003,0.000000
1004,1.341344
1005,0.292248
1006,0.331266
1007,0.000740
1008,0.290181
1009,1.277132
1010,0.000000
1011,1.380362
1012,0.237879
1013,0.251550
1014,0.000000
1015,0.098175
1016,1.372610
1017,1.325323
1018,1.390568
1019,0.258915
1020,0.001529
1021,1.201034
1022,1.269661
1023,1.352713
1024,0.272490
1025,0.248870
1026,1.341990
1027,0.193474
1028,1.359044
1029,0.306848
1030,0.264729
1031,0.242636
1032,0.000000
1033,1.345995
1034,1.277907
1035,1.285788
1036,0.000000
1037,1.352842
1038,0.010236
1039,0.211414
1040,0.069967
1041,0.277860
1042,1.326227
1043,1.309948
1044,0.041301
1045,1.256977
1046,0.322033
1047,1.290172
1048,0.321848
1049,1.319897
1050,0.032495
1051,1.259127
1052,0.240827
1053,1.375194
1054,0.268518
1055,0.342894
1056,0.206873
1057,0.276744
1058,0.143684
1059,1.327390
1060,0.000000
1061,0.245395
1062,1.368605
1063,1.320169
1064,1.198417
1065,0.229716
1066,0.154264
1067,1.324964
1068,1.347287
1069,0.276001
1070,1.307364
1071,1.327451
1072,1.332300
1073,1.367183
1074,0.000000
1075,1.389277
1076,0.249612
1077,0.283172
1078,1.339535
1079,0.000000
1080,1.285013
1081,0.143634
1082,0.000000
1083,0.309819
1084,1.338372
1085,1.342119
1086,0.000000
1087,0.360336
1088,0.236176
1089,1.343540
1090,1.350646
1091,1.174502
1092,0.000000
1093,1.328295
1094,0.343253
1095,0.286563
1096,0.341924
1097,1.312661
1098,1.351938
1099,0.000000
1100,0.131018
1101,0.915092
1102,0.263695
1103,1.287597
1104,1.220109
1105,0.000000
1106,1.352196
1107,0.000536
1108,1.338372
1109,0.004926
1110,1.350000
1111,0.259225
1112,1.331008
1113,1.316796
1114,1.343282
1115,1.143332
1116,0.180327
1117,1.332041
1118,1.294315
1119,1.242894
1120,0.174659
1121,1.371189
1122,1.276744
1123,1.335019
1124,1.226098
1125,0.000000
1126,1.216497
1127,0.172794
1128,1.312661
1129,0.194887
1130,1.357881
1131,1.343540
1132,1.303876
1133,0.006936
1134,1.220155
1135,1.334238
1136,0.245090
1137,0.329122
1138,1.241473
1139,1.370672
1140,1.281009
1141,0.193422
1142,0.301680
1143,0.221265
1144,1.269499
1145,1.288503
1146,1.317829
1147,0.338114
1148,0.000000
1149,0.177132
1150,1.297506
1151,0.091040
1152,1.351163
1153,1.315116
1154,1.359600
1155,1.096111
1156,0.191224
1157,1.373902
1158,0.133579
1159,0.310724
1160,1.078985
1161,1.376227
1162,1.328295
1163,1.343152
1164,0.003572
1165,0.149533
1166,0.000000
1167,1.360465
1168,0.191746
1169,0.095717
1170,1.370413
1171,0.684513
1172,1.204576
1173,0.151809
1174,0.954921
1175,0.969334
1176,0.000000
1177,1.280879
1178,1.364212
1179,0.303187
1180,1.304522
1181,0.000000
1182,0.292506
1183,0.287985
1184,0.280005
1185,0.237972
1186,0.232429
1187,0.275969
1188,1.311370
1189,0.000000
1190,1.369380
1191,0.210627
1192,0.356702
1193,1.367183
1194,0.000000
1195,0.275581
1196,0.128428
1197,0.366279
1198,0.000000
1199,0.002276
1200,0.213617
1201,1.398450
1202,0.241602
1203,0.249481
1204,0.318857
1205,0.258512
1206,1.363824
1207,1.302842
1208,1.276098
1209,1.321705
1210,1.333702
1211,1.327390
1212,1.383979
1213,1.358915
1214,0.179923
1215,0.242506
1216,1.290569
1217,1.284755
1218,0.028020
1219,1.352067
1220,0.491719
1221,0.307855
1222,1.322739
1223,0.279070
1224,1.333204
1225,1.352067
1226,1.329457
1227,0.000000
1228,0.183415
1229,1.303747
1230,1.366925
1231,0.108605
1232,0.310207
1233,0.356870
1234,0.089805
1235,0.302842
1236,1.350775
1237,1.344315
1238,0.095661
1239,1.283592
1240,0.000000
1241,0.963508
1242,0.291085
1243,1.347674
1244,0.254186
1245,0.083811
1246,0.280994
1247,1.356917
1248,0.253949
1249,0.193142
1250,0.257919
1251,1.347933
1252,1.283390
1253,1.336305
1254,0.262274
1255,1.393669
1256,0.156201
1257,1.333040
1258,0.913933
1259,0.000574
1260,1.323385
1261,0.000000
1262,1.247158
1263,1.367700
1264,0.006474
1265,1.366150
1266,1.359044
1267,0.000000
1268,1.330388
1269,0.303488
1270,0.221016
1271,1.340956
1272,0.220522
1273,1.278941
1274,0.000000
1275,1.278046
1276,1.325969
1277,1.313049
1278,0.932970
1279,0.196308
1280,1.372093
1281,0.306723
1282,1.382817
1283,0.249871
1284,1.368863
1285,1.363437
1286,0.328646
1287,0.283204
1288,0.133060
1289,0.131425
1290,0.198775
1291,1.177535
1292,1.356072
1293,1.352067
1294,0.196770
1295,1.373514
1296,0.227273
1297,1.338243
1298,1.347287
1299,1.252908
1300,1.279974
1301,1.368346
1302,1.292377
1303,0.479530
1304,0.324501
1305,0.237410
1306,1.284755
1307,1.066684
1308,1.332946
1309,0.062597
1310,1.329801
1311,1.250517
1312,1.281912
1313,0.238889
1314,1.315942
1315,0.066070
1316,1.137368
1317,0.309074
1318,0.122156
1319,0.136230
1320,0.286176
1321,0.197813
1322,0.275840
1323,0.181428
1324,0.086946
1325,0.203059
1326,1.382946
1327,1.372222
1328,1.336176
1329,0.298450
1330,0.191273
1331,1.353101
1332,0.343123
1333,0.233558
1334,1.223127
1335,1.393798
1336,0.000000
1337,0.000505
1338,1.332171
1339,1.330879
1340,1.379328
1341,1.319638
1342,0.000000
1343,0.089397
1344,1.302067
1345,1.291860
1346,1.308140
1347,1.359432
1348,0.000000
1349,0.282558
1350,1.205793
1351,1.316667
1352,0.132500
1353,1.311628
1354,0.001309
1355,1.286506
1356,0.000000
1357,0.130334
1358,0.347321
1359,0.004699
1360,1.327907
1361,0.000595
1362,0.003674
1363,0.137387
1364,0.045813
1365,0.000000
1366,0.128836
1367,0.877276
1368,0.268047
1369,1.312661
1370,0.000000
1371,1.169127
1372,0.352455
1373,0.325644
1374,0.288889
1375,1.303359
1376,0.260207
1377,0.227360
1378,1.347674
1379,1.283721
1380,1.292039
1381,0.000000
1382,0.155141
1383,1.325323
1384,1.392377
1385,1.222222
1386,1.279147
1387,0.096580
1388,0.002192
1389,1.256416
1390,0.263773
1391,0.278914
1392,1.366408
1393,1.116141
1394,1.328811
1395,1.344315
1396,1.222820
1397,0.276238
1398,0.920641
1399,0.165190
1400,1.332687
1401,0.826215
1402,1.352584
1403,1.317571
1404,0.128864
1405,0.000000
1406,1.298966
1407,0.225266
1408,0.558211
1409,0.310594
1410,1.361628
1411,0.276357
1412,1.257494
1413,0.211120
1414,0.243152
1415,1.374702
1416,1.316616
1417,0.000000
1418,0.000000
1419,0.250258
1420,0.166703
1421,1.375969
1422,1.135276
1423,0.001427
1424,0.101816
1425,1.266582
1426,1.389535
1427,1.350258
1428,1.335013
1429,0.140898
1430,0.273354
1431,1.386351
1432,1.318605
1433,1.385271
1434,1.348191
1435,0.990750
1436,1.197674
1437,0.293370
1438,1.153978
1439,1.357881
1440,0.357522
1441,0.118777
1442,0.246253
1443,0.992279
1444,1.318992
1445,1.234159
1446,0.323643
1447,1.351680
1448,0.218509
1449,1.360594
1450,1.286951
1451,0.000000
1452,1.099277
1453,1.365633
1454,0.653697
1455,0.212998
1456,0.325485
1457,0.247545
1458,0.001804
1459,0.311325
1460,0.000000
1461,1.329328
1462,0.238885
1463,1.355556
1464,1.342248
1465,1.340439
1466,1.371576
1467,0.175902
1468,0.171684
1469,1.305423
1470,1.322739
1471,1.324586
1472,1.267437
1473,1.356841
1474,1.355128
1475,1.329161
1476,0.131610
1477,1.287597
1478,1.328811
1479,0.257021
1480,0.031726
1481,0.000661
1482,0.200632
1483,0.308010
1484,1.311111
1485,1.279845
1486,1.349706
1487,1.391473
1488,1.325323
1489,0.008444
1490,1.268475
1491,0.225951
1492,1.376400
1493,0.142465
1494,0.339793
1495,0.270026
1496,0.218538
1497,1.253359
1498,1.285265
1499,0.224531
1500,1.372739
1501,0.001339
1502,1.338501
1503,0.164270
1504,0.000000
1505,0.120119
1506,0.322323
1507,1.343798
1508,0.289793
1509,1.211499
1510,0.005845
1511,1.355556
1512,0.267406
1513,1.238942
1514,1.365891
1515,1.348708
1516,0.000000
1517,1.332946
1518,1.338243
1519,0.215257
1520,0.169491
1521,1.260645
1522,1.369767
1523,1.334367
1524,0.295478
1525,0.000000
1526,1.345349
1527,0.152541
1528,0.000000
1529,1.340609
1530,0.120184
1531,1.086397
1532,0.037343
1533,0.320875
1534,1.387597
1535,1.358140
1536,1.367959
1537,1.353101
1538,0.001463
1539,1.326098
1540,0.281912
1541,1.321705
1542,0.190536
1543,0.304134
1544,1.240827
1545,0.005291
1546,1.342636
1547,0.299742
1548,1.377003
1549,1.390698
1550,0.301421
1551,1.266129
1552,1.229162
1553,1.170800
1554,1.288760
1555,1.339923
1556,1.269897
1557,1.380491
1558,1.367571
1559,1.238017
1560,1.348191
1561,1.309819
1562,1.330233
1563,0.185142
1564,1.331654
1565,0.305426
1566,0.000000
1567,0.116108
1568,0.212403
1569,1.330114
1570,0.029629
1571,0.212548
1572,1.316279
1573,1.315244
1574,0.005818
1575,1.271189
1576,1.294516
1577,1.342765
1578,0.000000
1579,0.293042
1580,1.379810
1581,0.137855
1582,0.000000
1583,1.328811
1584,0.233204
1585,1.281041
1586,1.347545
1587,1.277691
1588,1.290052
1589,1.351593
1590,1.339923
1591,1.230103
1592,0.207634
1593,1.293282
1594,0.338760
1595,1.377132
1596,1.332825
1597,0.262188
1598,1.275323
1599,1.365504
1600,1.335279
1601,1.383721
1602,0.222058
1603,1.319121
1604,0.004017
1605,0.250191
1606,0.263695
1607,1.372093
1608,0.205537
1609,0.258398
1610,1.343775
1611,0.299947
1612,0.105305
1613,1.288372
1614,1.310465
1615,0.942844
1616,1.335271
1617,0.265245
1618,1.259343
1619,1.314165
1620,0.196037
1621,0.245652
1622,0.106582
1623,0.146989
1624,0.274419
1625,0.003774
1626,0.000000
1627,1.300000
1628,1.300904
1629,0.000000
1630,0.101202
1631,0.261710
1632,0.321189
1633,1.372222
1634,1.315375
1635,0.120448
1636,0.146970
1637,0.114890
1638,0.000000
1639,1.370672
1640,0.203159
1641,0.001672
1642,0.268088
1643,0.242831
1644,1.340698
1645,0.795424
1646,1.370543
1647,1.135825
1648,0.299623
1649,0.217571
1650,0.155058
1651,1.357881
1652,0.306202
1653,0.313953
1654,0.112784
1655,1.346641
1656,0.259173
1657,1.368367
1658,0.199902
1659,1.358786
1660,1.337855
1661,1.365245
1662,1.268088
1663,0.216216
1664,1.317183
1665,0.252455
1666,1.355556
1667,1.358656
1668,1.271964
1669,0.095760
1670,0.240827
1671,1.338214
1672,0.000000
1673,1.365762
1674,0.287338
1675,1.346899
1676,0.105078
1677,0.016377
1678,1.282300
1679,1.381395
1680,0.254264
1681,0.000000
1682,1.052337
1683,1.245099
1684,1.302713
1685,0.229731
1686,1.257494
1687,0.039314
1688,1.335331
1689,1.383979
1690,1.341990
1691,0.945081
1692,0.000000
1693,0.000000
1694,1.336176
1695,1.337855
1696,1.354651
1697,1.227440
1698,1.344574
1699,0.000000
1700,0.224584
1701,0.307107
1702,0.001664
1703,1.373127
1704,0.000000
1705,1.297545
1706,0.339664
1707,0.000000
1708,1.261111
1709,0.249483
1710,1.264503
1711,0.121952
1712,0.142762
1713,1.299483
1714,0.245866
1715,1.117201
1716,1.348320
1717,1.335659
1718,0.241602
1719,1.373385
1720,0.040482
1721,0.290698
1722,0.000000
1723,1.320801
1724,1.203842
1725,1.344444
1726,1.334367
1727,1.360723
1728,1.354264
1729,1.376615
1730,1.288760
1731,1.349096
1732,1.356848
1733,0.213631
1734,0.262299
1735,0.022287
1736,1.240568
1737,0.000000
1738,0.215245
1739,0.000000
1740,1.352343
1741,1.335530
1742,0.161618
1743,1.285530
1744,0.775711
1745,0.746757
1746,0.001991
1747,0.110234
1748,1.329199
1749,0.854538
1750,0.000000
1751,0.031174
1752,1.362274
1753,1.300646
1754,0.163482
1755,1.356392
1756,1.290569
1757,1.317700
1758,1.275452
1759,1.007720
1760,1.348579
1761,0.300904
1762,1.333333
1763,1.371447
1764,1.300517
1765,0.263623
1766,0.000000
1767,1.298021
1768,1.336693
1769,1.322121
1770,1.374548
1771,1.295229
1772,1.300258
1773,0.324548
1774,0.286822
1775,0.215698
1776,0.199871
1777,1.372610
1778,0.209431
1779,0.113799
1780,1.331395
1781,1.375581
1782,1.277365
1783,0.273406
1784,1.318354
1785,0.170414
1786,1.359173
1787,1.352842
1788,0.000000
1789,1.374806
1790,0.002034
1791,0.274742
1792,0.000373
1793,1.248704
1794,1.297842
1795,0.000000
1796,1.330620
1797,0.272586
1798,1.292765
1799,0.000000
1800,0.166252
1801,0.309776
1802,1.038643
1803,0.648665
1804,1.292205
1805,0.235462
1806,1.320801
1807,0.123141
1808,0.002390
1809,1.351292
1810,1.340181
1811,1.337339
1812,0.214838
1813,1.265116
1814,0.253230
1815,0.155597
1816,0.027365
1817,0.000264
1818,0.214464
1819,1.353747
1820,0.077029
1821,1.376486
1822,1.345090
1823,1.339147
1824,1.284755
1825,1.283979
1826,0.000000
1827,1.314230
1828,0.152875
1829,0.058222
1830,1.370784
1831,0.984660
1832,0.202793
1833,0.000000
1834,1.346770
1835,1.347028
1836,1.181716
1837,0.000000
1838,0.334399
1839,0.224160
1840,1.293407
1841,0.355771
1842,0.000000
1843,0.000000
1844,1.341923
1845,1.327468
1846,0.293999
1847,0.000000
1848,1.282817
1849,0.254291
1850,1.357106
1851,0.256440
1852,0.000000
1853,0.309432
1854,0.001028
1855,0.000000
1856,1.146725
1857,0.274255
1858,1.319100
1859,0.299612
1860,1.368734
1861,1.380304
1862,1.254005
1863,0.000000
1864,1.313953
1865,1.351550
1866,1.318475
1867,1.362661
1868,0.001099
1869,0.282733
1870,0.118392
1871,1.333979
